Freq.	V(vout)
1.62181009735892e+02	(-4.23195640565656e+01dB,-1.72576657128594e+02°)
1.65958690743755e+02	(-4.27192697831431e+01dB,-1.72746352349052e+02°)
1.69824365246173e+02	(-4.31189897038053e+01dB,-1.72912141581502e+02°)
1.73780082874936e+02	(-4.35187230969683e+01dB,-1.73074116711820e+02°)
1.77827941003891e+02	(-4.39184692808135e+01dB,-1.73232367344854e+02°)
1.81970085860997e+02	(-4.43182276108610e+01dB,-1.73386980868761e+02°)
1.86208713666286e+02	(-4.47179974777079e+01dB,-1.73538042517109e+02°)
1.90546071796323e+02	(-4.51177783049189e+01dB,-1.73685635428858e+02°)
1.94984459975803e+02	(-4.55175695470590e+01dB,-1.73829840706299e+02°)
1.99526231496887e+02	(-4.59173706878563e+01dB,-1.73970737471048e+02°)
2.04173794466952e+02	(-4.63171812384871e+01dB,-1.74108402918170e+02°)
2.08929613085403e+02	(-4.67170007359726e+01dB,-1.74242912368518e+02°)
2.13796208950222e+02	(-4.71168287416808e+01dB,-1.74374339319368e+02°)
2.18776162394954e+02	(-4.75166648399246e+01dB,-1.74502755493404e+02°)
2.23872113856832e+02	(-4.79165086366507e+01dB,-1.74628230886149e+02°)
2.29086765276776e+02	(-4.83163597582110e+01dB,-1.74750833811878e+02°)
2.34422881531991e+02	(-4.87162178502128e+01dB,-1.74870630948102e+02°)
2.39883291901947e+02	(-4.91160825764402e+01dB,-1.74987687378658e+02°)
2.45470891568501e+02	(-4.95159536178431e+01dB,-1.75102066635489e+02°)
2.51188643150956e+02	(-4.99158306715894e+01dB,-1.75213830739136e+02°)
2.57039578276885e+02	(-5.03157134501740e+01dB,-1.75323040238027e+02°)
2.63026799189536e+02	(-5.07156016805834e+01dB,-1.75429754246580e+02°)
2.69153480392690e+02	(-5.11154951035102e+01dB,-1.75534030482193e+02°)
2.75422870333815e+02	(-5.15153934726146e+01dB,-1.75635925301153e+02°)
2.81838293126443e+02	(-5.19152965538307e+01dB,-1.75735493733506e+02°)
2.88403150312659e+02	(-5.23152041247133e+01dB,-1.75832789516932e+02°)
2.95120922666637e+02	(-5.27151159738230e+01dB,-1.75927865129671e+02°)
3.01995172040200e+02	(-5.31150319001475e+01dB,-1.76020771822518e+02°)
3.09029543251357e+02	(-5.35149517125568e+01dB,-1.76111559649946e+02°)
3.16227766016836e+02	(-5.39148752292885e+01dB,-1.76200277500378e+02°)
3.23593656929626e+02	(-5.43148022774643e+01dB,-1.76286973125640e+02°)
3.31131121482589e+02	(-5.47147326926325e+01dB,-1.76371693169634e+02°)
3.38844156139200e+02	(-5.51146663183371e+01dB,-1.76454483196261e+02°)
3.46736850452529e+02	(-5.55146030057107e+01dB,-1.76535387716613e+02°)
3.54813389233573e+02	(-5.59145426130905e+01dB,-1.76614450215478e+02°)
3.63078054770099e+02	(-5.63144850056553e+01dB,-1.76691713177169e+02°)
3.71535229097170e+02	(-5.67144300550824e+01dB,-1.76767218110726e+02°)
3.80189396320558e+02	(-5.71143776392237e+01dB,-1.76841005574485e+02°)
3.89045144994278e+02	(-5.75143276417989e+01dB,-1.76913115200070e+02°)
3.98107170553494e+02	(-5.79142799521060e+01dB,-1.76983585715816e+02°)
4.07380277804110e+02	(-5.83142344647467e+01dB,-1.77052454969646e+02°)
4.16869383470332e+02	(-5.87141910793669e+01dB,-1.77119759951435e+02°)
4.26579518801589e+02	(-5.91141497004113e+01dB,-1.77185536814872e+02°)
4.36515832240163e+02	(-5.95141102368904e+01dB,-1.77249820898849e+02°)
4.46683592150960e+02	(-5.99140726021606e+01dB,-1.77312646748402e+02°)
4.57088189614872e+02	(-6.03140367137151e+01dB,-1.77374048135215e+02°)
4.67735141287195e+02	(-6.07140024929862e+01dB,-1.77434058077715e+02°)
4.78630092322635e+02	(-6.11139698651583e+01dB,-1.77492708860784e+02°)
4.89778819368442e+02	(-6.15139387589898e+01dB,-1.77550032055095e+02°)
5.01187233627268e+02	(-6.19139091066450e+01dB,-1.77606058536105e+02°)
5.12861383991361e+02	(-6.23138808435341e+01dB,-1.77660818502722e+02°)
5.24807460249769e+02	(-6.27138539081624e+01dB,-1.77714341495666e+02°)
5.37031796370249e+02	(-6.31138282419861e+01dB,-1.77766656415541e+02°)
5.49540873857620e+02	(-6.35138037892762e+01dB,-1.77817791540650e+02°)
5.62341325190345e+02	(-6.39137804969898e+01dB,-1.77867774544562e+02°)
5.75439937337152e+02	(-6.43137583146468e+01dB,-1.77916632513461e+02°)
5.88843655355584e+02	(-6.47137371942143e+01dB,-1.77964391963296e+02°)
6.02559586074353e+02	(-6.51137170899958e+01dB,-1.78011078856752e+02°)
6.16595001861477e+02	(-6.55136979585269e+01dB,-1.78056718620070e+02°)
6.30957344480188e+02	(-6.59136797584757e+01dB,-1.78101336159736e+02°)
6.45654229034650e+02	(-6.63136624505488e+01dB,-1.78144955879059e+02°)
6.60693448007591e+02	(-6.67136459974019e+01dB,-1.78187601694679e+02°)
6.76082975391976e+02	(-6.71136303635552e+01dB,-1.78229297053007e+02°)
6.91830970918931e+02	(-6.75136155153126e+01dB,-1.78270064946643e+02°)
7.07945784384132e+02	(-6.79136014206858e+01dB,-1.78309927930793e+02°)
7.24435960074984e+02	(-6.83135880493217e+01dB,-1.78348908139710e+02°)
7.41310241300911e+02	(-6.87135753724339e+01dB,-1.78387027303198e+02°)
7.58577575029177e+02	(-6.91135633627378e+01dB,-1.78424306763197e+02°)
7.76247116628685e+02	(-6.95135519943888e+01dB,-1.78460767490502e+02°)
7.94328234724275e+02	(-6.99135412429237e+01dB,-1.78496430101626e+02°)
8.12830516164092e+02	(-7.03135310852054e+01dB,-1.78531314875870e+02°)
8.31763771102664e+02	(-7.07135214993704e+01dB,-1.78565441772611e+02°)
8.51138038202369e+02	(-7.11135124647786e+01dB,-1.78598830448869e+02°)
8.70963589956073e+02	(-7.15135039619665e+01dB,-1.78631500277192e+02°)
8.91250938133738e+02	(-7.19134959726021e+01dB,-1.78663470363894e+02°)
9.12010839355902e+02	(-7.23134884794420e+01dB,-1.78694759567703e+02°)
9.33254300796983e+02	(-7.27134814662915e+01dB,-1.78725386518867e+02°)
9.54992586021428e+02	(-7.31134749179660e+01dB,-1.78755369638772e+02°)
9.77237220955802e+02	(-7.35134688202541e+01dB,-1.78784727160130e+02°)
9.99999999999991e+02	(-7.39134631598828e+01dB,-1.78813477147789e+02°)
1.02329299228075e+03	(-7.43134579244844e+01dB,-1.78841637520248e+02°)
1.04712854805089e+03	(-7.47134531025638e+01dB,-1.78869226071922e+02°)
1.07151930523760e+03	(-7.51134486834688e+01dB,-1.78896260496247e+02°)
1.09647819614318e+03	(-7.55134446573591e+01dB,-1.78922758409697e+02°)
1.12201845430195e+03	(-7.59134410151781e+01dB,-1.78948737376792e+02°)
1.14815362149687e+03	(-7.63134377486246e+01dB,-1.78974214936194e+02°)
1.17489755493952e+03	(-7.67134348501245e+01dB,-1.78999208627975e+02°)
1.20226443461740e+03	(-7.71134323128035e+01dB,-1.79023736022160e+02°)
1.23026877081237e+03	(-7.75134301304588e+01dB,-1.79047814748660e+02°)
1.25892541179416e+03	(-7.79134282975312e+01dB,-1.79071462528698e+02°)
1.28824955169312e+03	(-7.83134268090757e+01dB,-1.79094697207857e+02°)
1.31825673855640e+03	(-7.87134256607313e+01dB,-1.79117536790877e+02°)
1.34896288259164e+03	(-7.91134248486894e+01dB,-1.79139999478344e+02°)
1.38038426460287e+03	(-7.95134243696596e+01dB,-1.79162103705415e+02°)
1.41253754462274e+03	(-7.99134242208331e+01dB,-1.79183868182747e+02°)
1.44543977074591e+03	(-8.03134243998428e+01dB,-1.79205311939784e+02°)
1.47910838816819e+03	(-8.07134249047196e+01dB,-1.79226454370607e+02°)
1.51356124843619e+03	(-8.11134257338429e+01dB,-1.79247315282524e+02°)
1.54881661891247e+03	(-8.15134268858869e+01dB,-1.79267914947612e+02°)
1.58489319246110e+03	(-8.19134283597581e+01dB,-1.79288274157444e+02°)
1.62181009735891e+03	(-8.23134301545262e+01dB,-1.79308414281225e+02°)
1.65958690743754e+03	(-8.27134322693445e+01dB,-1.79328357327606e+02°)
1.69824365246173e+03	(-8.31134347033592e+01dB,-1.79348126010445e+02°)
1.73780082874936e+03	(-8.35134374556057e+01dB,-1.79367743818799e+02°)
1.77827941003891e+03	(-8.39134405248899e+01dB,-1.79387235091482e+02°)
1.81970085860997e+03	(-8.43134439096506e+01dB,-1.79406625096499e+02°)
1.86208713666285e+03	(-8.47134476078028e+01dB,-1.79425940115739e+02°)
1.90546071796323e+03	(-8.51134516165557e+01dB,-1.79445207535295e+02°)
1.94984459975803e+03	(-8.55134559322037e+01dB,-1.79464455941837e+02°)
1.99526231496886e+03	(-8.59134605498853e+01dB,-1.79483715225461e+02°)
2.04173794466951e+03	(-8.63134654633046e+01dB,-1.79503016689518e+02°)
2.08929613085402e+03	(-8.67134706644109e+01dB,-1.79522393167887e+02°)
2.13796208950221e+03	(-8.71134761430280e+01dB,-1.79541879150281e+02°)
2.18776162394953e+03	(-8.75134818864275e+01dB,-1.79561510916127e+02°)
2.23872113856832e+03	(-8.79134878788361e+01dB,-1.79581326677669e+02°)
2.29086765276775e+03	(-8.83134941008679e+01dB,-1.79601366732944e+02°)
2.34422881531990e+03	(-8.87135005288697e+01dB,-1.79621673629359e+02°)
